requirement_id,family,requirement_record_sha256,owner,accountable_owner,required_approvers,verification_methods,primary_design,primary_work_package,supporting_work_packages,phase,supporting_phases,entry_gate,acceptance_gate,supporting_gates,test_target,result_target,approval_status,approval_reference
SRV-019,SRV,6e493febb4499fcc2a38447073cbfbc13297d2748652a512b468470edac1591b,DA,DA,"MO, SA, LA, DA, SO",T,architecture/SERVER_AND_EXECUTION.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-SRV-019,NGR-SRV-019,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
SRV-020,SRV,43bc36c04d5e282a9d0543c2dfc6e01b327daede5ba828272bbb10a16af6d538,DA,DA,"MO, SA, LA, DA, SO",T,architecture/SERVER_AND_EXECUTION.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-SRV-020,NGR-SRV-020,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
SRV-021,SRV,f09bf5a865aeda5384f38102d1333480e987ceff24be95dad354c3c16436d031,SA,SA,"PO, MO, SA, SO","I,T",web/OPERATING_MODES.md,NG-WP-04,NG-WP-02;NG-WP-07;NG-WP-08,3,,G0,G7,,NGV-SRV-021,NGR-SRV-021,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
SRV-022,SRV,47cc579e1fe0d2a381a3ff7e68b5046e5e2443f822edb7f10f0383d4a65102a0,SA,SA,"MO, SA, LA, DA, SO","T,A",architecture/SERVER_AND_EXECUTION.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-SRV-022,NGR-SRV-022,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
EXEC-001,EXEC,94a655732d4b004dace26015e4a9859f167dcf022e0e568bcc14396b3d42a6e9,LA,LA,"MO, SA, LA, DA, SO",T,architecture/SERVER_AND_EXECUTION.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,2,,G0,G2,,NGV-EXEC-001,NGR-EXEC-001,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
EXEC-002,EXEC,4a3b383939983bafc6298e7d6bcf18f4fd2d17fe1a0b491843e1d0b9dd6b3603,LA,LA,"MO, SA, LA, DA, SO","T,A",architecture/SERVER_AND_EXECUTION.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,2,,G0,G2,,NGV-EXEC-002,NGR-EXEC-002,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
EXEC-003,EXEC,606e11858fbc7abcc0acf2a9db238a7b83d1342d5c37603f2d65f2f6b4ef99e3,SO,SO,"MO, SA, LA, DA, SO",T,architecture/SERVER_AND_EXECUTION.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,2,,G0,G2,,NGV-EXEC-003,NGR-EXEC-003,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
EXEC-004,EXEC,932bd8f23e9b1a9effe047215863b6eedb5ed9b6d1401a5bd946c22ea01bf98e,SA,SA,"MO, SA, LA, DA, SO",T,architecture/SERVER_AND_EXECUTION.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,2,,G0,G2,,NGV-EXEC-004,NGR-EXEC-004,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
EXEC-005,EXEC,fd0a4c28ae81ffba76f229479fc932d12adc0fabf97e965046ed90d62c641fe8,LA,LA,"MO, SA, LA, DA, SO","I,T",architecture/SERVER_AND_EXECUTION.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,2,,G0,G2,,NGV-EXEC-005,NGR-EXEC-005,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
EXEC-006,EXEC,665687469f25c9a6703d189ec086c23f53d5386569b4483edb7e7d1339929451,MO,MO,"MO, SA, LA, DA, SO",T,architecture/SERVER_AND_EXECUTION.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,2,,G0,G2,,NGV-EXEC-006,NGR-EXEC-006,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
EXEC-007,EXEC,30d5f6497fee0efedb2696d457410786900254f7dba28fe7a34d454635ec53bf,MO,MO,"MO, SA, LA, DA, SO",T,architecture/SERVER_AND_EXECUTION.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,2,,G0,G2,,NGV-EXEC-007,NGR-EXEC-007,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
EXEC-008,EXEC,4ba68900d835dde13db3f224006ea7b8d47476c50bf91ec7ea131451d0e246e2,LA,LA,"MO, SA, LA, DA, SO",T,architecture/SERVER_AND_EXECUTION.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,2,,G0,G2,,NGV-EXEC-008,NGR-EXEC-008,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
EXEC-009,EXEC,71d8d9a7c01ebdd1f365a9192adda67e9f3ea19d3936bbf9a69be21c0bc74a16,DA,DA,"MO, SA, LA, DA, SO",T,architecture/SERVER_AND_EXECUTION.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,2,,G0,G2,,NGV-EXEC-009,NGR-EXEC-009,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
EXEC-010,EXEC,2bbba304666c4a47a65ee31d4061e974ab511d0fbf911235da346693419b95bf,MO,MO,"MO, SA, LA, DA, SO",T,architecture/SERVER_AND_EXECUTION.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,2,,G0,G2,,NGV-EXEC-010,NGR-EXEC-010,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
EXEC-011,EXEC,1da41b6be5ed0fb52caef0970cf7b135472ce2cedf6eeaa40653c25051e65146,SA,SA,"MO, SA, LA, DA, SO","T,A",architecture/SERVER_AND_EXECUTION.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,2,,G0,G2,,NGV-EXEC-011,NGR-EXEC-011,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
EXEC-012,EXEC,bbed0e6555de3b5dcd7f81407d77939ccc160e89fca08e23bf2ac2970d04fffe,DA,DA,"MO, SA, LA, DA, SO",T,architecture/SERVER_AND_EXECUTION.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,2,,G0,G2,,NGV-EXEC-012,NGR-EXEC-012,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
EXEC-013,EXEC,95f7d941e9de2a4350358289610367c6feeab18ae5812cc7e0c8f5fe594cf35f,LA,LA,"MO, SA, LA, DA, SO",T,architecture/SERVER_AND_EXECUTION.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,2,,G0,G2,,NGV-EXEC-013,NGR-EXEC-013,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
EXEC-014,EXEC,4c22bf5588c5b7eeceb58aee3644aecc14ddfdcab1043f2b9fca2150aaabae59,QL,QL,"MO, SA, LA, DA, SO","T,D",architecture/SERVER_AND_EXECUTION.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,2,,G0,G2,,NGV-EXEC-014,NGR-EXEC-014,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
EXEC-015,EXEC,80367c3719a13860d36c72d5adc6289ba2663a4fdf904f7df76d62ce98713e06,LA,LA,"MO, SA, LA, DA, SO",T,architecture/SERVER_AND_EXECUTION.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,2,,G0,G2,,NGV-EXEC-015,NGR-EXEC-015,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
EXEC-016,EXEC,c8754299545103484287bb2d615822692d3cf97366a2081aff466b2edb9663bb,SA,SA,"MO, SA, LA, DA, SO",T,architecture/SERVER_AND_EXECUTION.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,2,,G0,G2,,NGV-EXEC-016,NGR-EXEC-016,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
EXEC-017,EXEC,04ad7fda9c025f81e529933443bca134e47f64c36f82a78c20b306a277609952,SA,SA,"MO, SA, LA, DA, SO",T,architecture/SERVER_AND_EXECUTION.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,2,,G0,G2,,NGV-EXEC-017,NGR-EXEC-017,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
EXEC-018,EXEC,7e4c7105ac191d8e59b714a4108e85404b8495f76d281f97276fd3cd57039d98,SO,SO,"MO, SA, LA, DA, SO","I,T",architecture/SERVER_AND_EXECUTION.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,2,,G0,G2,,NGV-EXEC-018,NGR-EXEC-018,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
EXEC-019,EXEC,762bf33def8a1699dc5eaceea91bad9fdf0a8f6771ee2f4bd186b56eaf528d95,SA,SA,"MO, SA, LA, DA, SO",T,architecture/SERVER_AND_EXECUTION.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,2,,G0,G2,,NGV-EXEC-019,NGR-EXEC-019,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
EXEC-020,EXEC,389d0f482a8bc55223d53fb00574fe6e327f56937fda698a7555ec9c53402ba0,DA,DA,"MO, SA, LA, DA, SO",T,architecture/SERVER_AND_EXECUTION.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,2,,G0,G2,,NGV-EXEC-020,NGR-EXEC-020,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
EXEC-021,EXEC,0042e1255642cb80d469f5f0b389a35ea438d51bc6df8f5ffbc8581abb19eaef,MO,MO,"MO, SA, LA, DA, SO",T,architecture/SERVER_AND_EXECUTION.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,2,,G0,G2,,NGV-EXEC-021,NGR-EXEC-021,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
EXEC-022,EXEC,5a692497bdc44a5ca5cd342e2661ed8388941a5eaf6e2214435ad394f8e0405b,MO,MO,"MO, SA, LA, DA, SO",T,architecture/SERVER_AND_EXECUTION.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,2,,G0,G2,,NGV-EXEC-022,NGR-EXEC-022,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
EXEC-023,EXEC,ab0fbc4e42a4fa65356e76dbfa39a0436f3b0c93c648b6634cc4f370459009a3,MO,MO,"MO, SA, LA, DA, SO","T,D",architecture/SERVER_AND_EXECUTION.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,2,,G0,G2,,NGV-EXEC-023,NGR-EXEC-023,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
EXEC-024,EXEC,9ab5f3c766e3ad4e9c6b03a7c1dcf2bbd05f5900c960219edced47b27d604f13,MO,MO,"MO, SA, LA, DA, SO",T,architecture/SERVER_AND_EXECUTION.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,2,,G0,G2,,NGV-EXEC-024,NGR-EXEC-024,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
EXEC-025,EXEC,100d6f4837d6d3a92e4511566e63857839779f54464f2a7dbccb72a1113b2b25,QL,QL,"MO, SA, LA, DA, SO",T,architecture/SERVER_AND_EXECUTION.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,2,,G0,G2,,NGV-EXEC-025,NGR-EXEC-025,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
EXEC-026,EXEC,0c185f8fc844533949c4e0fead3191ce9b42aee49f3dd99c8df1d747fcb3da8e,MO,MO,"MO, SA, LA, DA, SO",T,architecture/SERVER_AND_EXECUTION.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,2,,G0,G2,,NGV-EXEC-026,NGR-EXEC-026,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
EXEC-027,EXEC,b33dda7519e89046d76faa967ebe8635fd3166a8e0d24ad062dee9eb5c16f2e7,QL,QL,"MO, SA, LA, DA, SO","I,T",architecture/SERVER_AND_EXECUTION.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,2,,G0,G2,,NGV-EXEC-027,NGR-EXEC-027,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
EXEC-028,EXEC,bbbcf0c00aef1c355eabbb12f517e42ff2469e36e0951abd2fde58a51c21d0ec,SO,SO,"MO, SA, LA, DA, SO","I,T,A",architecture/SERVER_AND_EXECUTION.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,2,,G0,G2,,NGV-EXEC-028,NGR-EXEC-028,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COM-001,COM,906db0e353284a759b6dcfbfc1e40a9142d0dbe26f7d9a4db10a9350005b4cb1,SO,SO,"SA, SO, MO","I,T",architecture/REAL_TIME_COMMUNICATIONS.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-COM-001,NGR-COM-001,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COM-002,COM,88938da29f55dc2a2039141d8b9641a3d28bc3db6682b6dbce25e9f317af1dc8,SA,SA,"SA, SO, MO","I,T",architecture/REAL_TIME_COMMUNICATIONS.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-COM-002,NGR-COM-002,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COM-003,COM,17a581a859acbca1139220c9450541c108700d55f3e6ff64bcec0aea2fa7ef7f,SA,SA,"SA, SO, MO",T,architecture/REAL_TIME_COMMUNICATIONS.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-COM-003,NGR-COM-003,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COM-004,COM,1a4c13969e5abd6875ba17530d06661d5152a2ba63d7aaf65e7790edf9651465,SA,SA,"SA, SO, MO",T,architecture/REAL_TIME_COMMUNICATIONS.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-COM-004,NGR-COM-004,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COM-005,COM,755fcd608e1bab3110aeebb1b94e2b3aebe03935a3ebce5294cde2ec4822c07a,SA,SA,"SA, SO, MO",T,architecture/REAL_TIME_COMMUNICATIONS.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-COM-005,NGR-COM-005,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COM-006,COM,d13c7d838cd5c3fd643b202cca6636aeb93ad99cbd11fc73d366c5c33df498d9,QL,QL,"SA, SO, MO","T,D",architecture/REAL_TIME_COMMUNICATIONS.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-COM-006,NGR-COM-006,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COM-007,COM,f98f1b37145690f43bb157adb55d01979a0f7b397efd1cffd67cbb2dd45ea65c,SA,SA,"SA, SO, MO","I,T",architecture/REAL_TIME_COMMUNICATIONS.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-COM-007,NGR-COM-007,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COM-008,COM,41d2a73649368dbc6fad4b599269d8b4369dc90df80c7d3fc9f9cf465d73c827,SA,SA,"SA, SO, MO",T,architecture/REAL_TIME_COMMUNICATIONS.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-COM-008,NGR-COM-008,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COM-009,COM,350e13124c133037d6c54f734062fb46e65007774d58ea544ca25009bcdfff56,SO,SO,"SA, SO, MO","I,T",architecture/REAL_TIME_COMMUNICATIONS.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-COM-009,NGR-COM-009,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COM-010,COM,678532af762e617b9161fa3d543a9a31710b57daaab654f34385e4928c17910a,DA,DA,"SA, SO, MO",T,architecture/REAL_TIME_COMMUNICATIONS.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-COM-010,NGR-COM-010,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COM-011,COM,8f55d0f953c2d6cdb4dc47c3ec5ced4948248931144c6cd0612ec312965b2ff1,SA,SA,"SA, SO, MO","I,T",architecture/REAL_TIME_COMMUNICATIONS.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-COM-011,NGR-COM-011,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COM-012,COM,7dc5ab154de86459588ac0eafe209ec3fb68de2f6ff6d8261806018691bf5acc,SA,SA,"SA, SO, MO",T,architecture/REAL_TIME_COMMUNICATIONS.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-COM-012,NGR-COM-012,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COM-013,COM,483d1467c3399d42aed7912abfa020bc06480a9367ff0e5d479c3e0b14962937,SO,SO,"SA, SO, MO","I,T",architecture/REAL_TIME_COMMUNICATIONS.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-COM-013,NGR-COM-013,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COM-014,COM,40cb750868710349959076260b36152d6a17789b11cd3bf0fbf7a44a1cc63fc6,SA,SA,"SA, SO, MO",T,architecture/REAL_TIME_COMMUNICATIONS.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-COM-014,NGR-COM-014,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COM-015,COM,16b2fe887e2734737a1e5c54a77b65e17e242ba2b0a7db9d51026e335c0090ae,SO,SO,"SA, SO, MO",T,architecture/REAL_TIME_COMMUNICATIONS.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-COM-015,NGR-COM-015,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COM-016,COM,5d853ff80c4a2878aca71c9c92991fcb7604500ce6a9b4e7bc5a3604e10207f4,SA,SA,"SA, SO, MO",T,architecture/REAL_TIME_COMMUNICATIONS.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-COM-016,NGR-COM-016,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COM-017,COM,c40aae6b83a11c72e462db1a04bee1bf74b0862a9dcd44742bb4062fb1a1eaa4,SA,SA,"SA, SO, MO",T,architecture/REAL_TIME_COMMUNICATIONS.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-COM-017,NGR-COM-017,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COM-018,COM,d9ed9e1ce1cbd389b46db6863de0d5b2502da85d354f91de9ddd6ed5c8ea1945,SA,SA,"SA, SO, MO",T,architecture/REAL_TIME_COMMUNICATIONS.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-COM-018,NGR-COM-018,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COM-019,COM,c87254f71fb01f3ef9b5c9cea3a081df563e8dcb269c582d6a8a124cb6e33d5a,SA,SA,"SA, SO, MO","T,A",architecture/REAL_TIME_COMMUNICATIONS.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-COM-019,NGR-COM-019,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COM-020,COM,9540e44aef919f9347300c83162eec3966cf60959a0878ce68f4a136d60e5d3c,DA,DA,"SA, SO, MO",T,architecture/REAL_TIME_COMMUNICATIONS.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-COM-020,NGR-COM-020,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COM-021,COM,29f33038a603d6fcbc72c4d2a10900afda6b6f46698c5a2486a42d32a6f2d70d,SA,SA,"SA, SO, MO",T,architecture/REAL_TIME_COMMUNICATIONS.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-COM-021,NGR-COM-021,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COM-022,COM,9a9684893dd03ac29c9c6e0ff9fef50fbd6212bf43b9df8575344f5bb8984f1c,SO,SO,"SA, SO, MO","I,T",architecture/REAL_TIME_COMMUNICATIONS.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-COM-022,NGR-COM-022,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COM-023,COM,1807fac76f1642b8057d9d05a44d9f3705e48af70056c53586d7964d4544b9cc,DA,DA,"SA, SO, MO",T,architecture/REAL_TIME_COMMUNICATIONS.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-COM-023,NGR-COM-023,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COM-024,COM,6d9b0903081f1e9446bdd322201c6b5adf48450dc1d9d0037cd4502583ac5884,SO,SO,"SA, SO, MO",T,architecture/REAL_TIME_COMMUNICATIONS.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-COM-024,NGR-COM-024,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COM-025,COM,be27153b5aef5012b0db433c3c09e27273c3892f1d5fd9b4098160e8bade0e53,QL,QL,"SA, SO, MO","I,T",architecture/REAL_TIME_COMMUNICATIONS.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-COM-025,NGR-COM-025,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COM-026,COM,1614b620fac7c27df56559103d4696c5a2ba57948b6ce715090ff1b71c898c12,SA,SA,"SA, SO, MO","A,T",architecture/REAL_TIME_COMMUNICATIONS.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-COM-026,NGR-COM-026,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
COM-027,COM,81f6138f0335249e750ca2f54d24b72c44c2a0c51399e901e0b81bc393128acf,SA,SA,"SA, SO, MO",T,architecture/REAL_TIME_COMMUNICATIONS.md,NG-WP-02,NG-WP-03;NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-COM-027,NGR-COM-027,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DATA-001,DATA,174c1813717ffaf386fe0b750053bd181a0b562fb7f08cef51ffab1d009cb298,SA,SA,"SA, DA, SO, CM","I,T",architecture/DATA_ARCHITECTURE.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-DATA-001,NGR-DATA-001,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DATA-002,DATA,3b567b3a264b2530fcd7c04383386713b630fa2face395e8175eb5963ca2a6bf,SA,SA,"SA, DA, SO, CM",T,architecture/DATA_ARCHITECTURE.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-DATA-002,NGR-DATA-002,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DATA-003,DATA,6623af991ad44e5feaceea21aec65c41b78e23c0797d7d26a892ab3401d638e3,CM,CM,"SA, DA, SO, CM","T,D",architecture/DATA_ARCHITECTURE.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-DATA-003,NGR-DATA-003,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DATA-004,DATA,a5c3ea4e1348030546c04e3e120a33641a41202e2c6a59945ad9e7c6aff653cf,SO,SO,"SA, DA, SO, CM",T,architecture/DATA_ARCHITECTURE.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-DATA-004,NGR-DATA-004,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DATA-005,DATA,bea14b1ffbda5160d07be3f676e75de67cc3d287f310e0875c14f10bbb311cbf,SA,SA,"SA, DA, SO, CM","A,T",architecture/DATA_ARCHITECTURE.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-DATA-005,NGR-DATA-005,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DATA-006,DATA,2201cb5dec7b6fcf4045d76f0c9074d4914fd7cf7c299e3ed854ad1be1b1ba16,DA,DA,"SA, DA, SO, CM",T,architecture/DATA_ARCHITECTURE.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-DATA-006,NGR-DATA-006,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DATA-007,DATA,7a92043023ce119708be2cb389ec55b444d381b07faaf19a6c9cd25636182806,SO,SO,"SA, DA, SO, CM","I,T",architecture/DATA_ARCHITECTURE.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-DATA-007,NGR-DATA-007,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DATA-008,DATA,ff399a2882d13f4fea3313de27b350022a14a4b44888065f51e86a087166b292,SO,SO,"SA, DA, SO, CM","I,T",architecture/DATA_ARCHITECTURE.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G2,,NGV-DATA-008,NGR-DATA-008,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
